filename	english	tajik	emoji	level
bicycle.png	Bicycle	Дучарха	🚲	A1
bill.png	Bill	Ҳисоб / чек (ресторан)	🧾	A2
bin.png	Bin	Сатили ахлот	🗑️	A2
bird.png	Bird	Парранда	🐦	A1
birth.png	Birth	Таваллуд	👶	A2
blanket.png	Blanket	Кӯрпа	🛏️	A2
boarding_pass.png	Boarding pass	Чиптаи савоӣ	🎟️	A2
boat.png	Boat	Қаиқ	⛵	A1
boots.png	Boots	Мӯза	👢	A1
border.png	Border	Сарҳад	🛂	A2
boss.png	Boss	Сардор	👔	A2
bottle.png	Bottle	Шиша	🍾	A1
bowl.png	Bowl	Коса	🥣	A2
box.png	Box	Қуттӣ	🗃	A1
boxing.png	Boxing	Мушобозӣ / бокс	🥊	A2
boy.png	Boy	Писар	👦	A1
branch.png	Branch	Шоха	🌿	A2
brand.png	Brand	Тамға / бренд	®️	A2
bread.png	Bread	Нон	🍞	A1
breakfast.png	Breakfast	Наҳорӣ	🍳	A1
breeze.png	Breeze	Насим / боди мулоим	🍃	A2
brother.png	Brother	Бародар	👦	A1
browser.png	Browser	Браузер	🧭	A2
bruise.png	Bruise	Кабудшавӣ / лат	🟣	A2
bunch.png	Bunch	Даста	🍇	A2
bus.png	Bus	Автобус	🚌	A1
bus_stop.png	Bus Stop	Истгоҳи Автобус	🚏	A1
butter.png	Butter	Равғани маска	🧈	A1
butterfly.png	Butterfly	Шапалак	🦋	A2
cabbage.png	Cabbage	Карам	🥦	A1
cable.png	Cable	Сим / кабел	🔗	A2
cafe.png	Cafe	Қаҳвахона	☕	A1
call.png	Call	Занг задан	📞	A1
camel.png	Camel	Шутур	🐪	A1
campaign.png	Campaign	Маърака / кампания	📣	A2
candle.png	Candle	Шам	🕯️	A2
cap.png	Cap	Кепка	🧢	A1
car.png	Car	Мошин	🚗	A1
car_park.png	Car park	Таваққуфгоҳ	🅿️	A2
card.png	Card	Корт	💳	A1
cards.png	Cards	Қартаҳо	🃏	A2
carrot.png	Carrot	Сабзӣ	🥕	A1
carton.png	Carton	Қуттии картонӣ	📦	A2
cartoon.png	Cartoon	Мультфилм	📺	A2
cash.png	Cash	Пули нақд	💰	A1
cashier.png	Cashier	Хазинадор	👨‍💻	A1
castle.png	Castle	Қалъа	🏯	A2
cat.png	Cat	Гурба	🐱	A1
cave.png	Cave	Ғор	🕳️	A2
chair.png	Chair	Курсӣ	🪑	A1
channel.png	Channel	Шабака (ТВ)	📺	A2
charger.png	Charger	Заряддиҳанда	🔌	A2
charity.png	Charity	Хайрия	❤️	A2
checkup.png	Checkup	Муоинаи тиббӣ	🩺	A2
cheese.png	Cheese	Панир	🧀	A1
chef.png	Chef	Ошпаз (сарошпаз)	👨‍🍳	A2
chemist.png	Chemist	Дорухона / аптека	⚗️	A2
cheque.png	Cheque	Чек (бонкӣ)	🏦	A2
chess.png	Chess	Шоҳмот	♟️	A2
chest.png	Chest	Сина	🫁	A2
chicken.png	Chicken	Гӯшти мурғ	🍗	A1
child.png	Child	Кӯдак	👦	A1
childhood.png	Childhood	Кӯдакӣ	🧸	A2
chin.png	Chin	Манаҳ / занах	😐	A2
choir.png	Choir	Хор / сарояндагон	🎶	A2
cinema.png	Cinema	Кинотеатр	🎬	A1
citizen.png	Citizen	Шаҳрванд	🪪	A2
classroom.png	Classroom	Синфхона	🏫	A1
cliff.png	Cliff	Кӯҳпора / ҷарӣ	🧗	A2
climate.png	Climate	Иқлим	🌡️	A2
climbing.png	Climbing	Кӯҳнавардӣ	🧗	A2
clinic.png	Clinic	Дармонгоҳ	🏥	A1
closet.png	Closet	Ҷевон	🛒	A1
cloud.png	Cloud	Абр	☁️	A1
coach.png	Coach	Мураббӣ	📣	A2
coat.png	Coat	Палто	🧥	A1
coffee.png	Coffee	Қаҳва	☕	A1
coin.png	Coin	Танга	🪙	A1
cold.png	Cold	Шамолхӯрӣ	🥶	A1
colleague.png	Colleague	Ҳамкор	💼	A2
collecting.png	Collecting	Ҷамъоварӣ	🪙	A2
color.png	Color	Ранг	🎨	A1
comedy.png	Comedy	Мазҳака / комедия	😂	A2
community.png	Community	Ҷамоа / маҳалла	🏘️	A2
computer.png	Computer	Компютер	🖥	A1
concert.png	Concert	Консерт	🎤	A2
contact.png	Contact	Тамос / алоқа	📇	A2
cooking.png	Cooking	Пухтупаз	🍳	A2
corn.png	Corn	Ҷуворимакка	🌽	A1
corner.png	Corner	Гӯша / Кунҷ	📐	A1
cough.png	Cough	Сулфа	😷	A1
counter.png	Counter	Пештахта	🧑‍💼	A2
couple.png	Couple	Ҷуфт / зану шавҳар	💑	A2
cousin.png	Cousin	Амакбача / Холабача	👦	A1
cow.png	Cow	Гов	🐄	A1
cramp.png	Cramp	Гирифтани мушак	😖	A2
cream.png	Cream	Малҳам	🧴	A1
credit_card.png	Credit Card	Корти кредитӣ	💳	A1
crew.png	Crew	Экипаж / ходимон	👩‍✈️	A2
crossing.png	Crossing	Гузаргоҳ	🚸	A2
cucumber.png	Cucumber	Бодиринг	🥒	A1
culture.png	Culture	Фарҳанг	🎭	A2
currency.png	Currency	Асъор / пул	💱	A2
custom.png	Custom	Урфу одат	🎏	A2
customer.png	Customer	Мизоҷ	🚶	A1
customs.png	Customs	Гумрук	🛃	A2
cycling.png	Cycling	Велосипедронӣ	🚴	A2
danger.png	Danger	Хатар	⚠️	A1
daughter.png	Daughter	Духтар	👧	A1
debt.png	Debt	Қарз	⛓️	A2
decision.png	Decision	Қарор	🤔	A2
departure.png	Departure	Парвоз/ҳаракат (рафтан)	🛫	A2
deposit.png	Deposit	Пешпардохт / амонат	🏧	A2
desert.png	Desert	Биёбон	🏜️	A2
desk.png	Desk	Мизи корӣ	🪑	A1
dessert.png	Dessert	Ширинӣ (баъди хӯрок)	🍨	A2
device.png	Device	Дастгоҳ	📲	A2
diary.png	Diary	Рӯзнома	📔	A2
diet.png	Diet	Парҳез / ғизо	🥗	A2
dining_room.png	Dining Room	Ошхонаи хӯрокхӯрӣ	🍽	A1
dinner.png	Dinner	Хӯроки шом	🍲	A1
direction.png	Direction	Самт	🧭	A1
discount.png	Discount	Тахфиф / арзонӣ	🏷️	A2
dish.png	Dish	Таом (хӯрок)	🍛	A2
distance.png	Distance	Масофа	📏	A2
doctor.png	Doctor	Духтур	👨‍⚕️	A1
dog.png	Dog	Саг	🐶	A1
dollar.png	Dollar	Доллар	💲	A1
donkey.png	Donkey	Хар	🫏	A1
door.png	Door	Дар	🚪	A1
dose.png	Dose	Миқдори дору	💊	A2
dough.png	Dough	Хамир	🥟	A2
dozen.png	Dozen	Дувоздаҳто	🥚	A2
drawing.png	Drawing	Расмкашӣ	✏️	A2
dress.png	Dress	Куртаи занона	👗	A1
driver.png	Driver	Ронанда	🧑‍✈️	A2
drops.png	Drops	Қатраҳо	💧	A1
drums.png	Drums	Барабанҳо	🥁	A2
duck.png	Duck	Мурғобӣ	🦆	A1
ear.png	Ear	Гӯш	👂	A1
earrings.png	Earrings	Гӯшвор	👂	A1
egg.png	Egg	Тухм	🥚	A1
elbow.png	Elbow	Оринҷ	💪	A2
election.png	Election	Интихобот	🗳️	A2
elephant.png	Elephant	Фил	🐘	A1
emergency.png	Emergency	Фавқулодда	🚨	A1
emoji.png	Emoji	Эмоҷӣ / нишонача	😀	A2
employee.png	Employee	Корманд	🧑‍💼	A2
energy.png	Energy	Қувва / энергия	⚡	A2
engineer.png	Engineer	Муҳандис	🛠️	A2
england.png	England	Англия	🏴	A1
english.png	English	Англисӣ	💬	A1
entrance.png	Entrance	Даромадгоҳ	🚪	A1
evening_walk.png	Evening walk	Сайри шом	🚶	A2
examine.png	Examine	Муоина кардан	🔍	A1
exit.png	Exit	Баромадгоҳ	🚪	A1
eye.png	Eye	Чашм	👁️	A1
fact.png	Fact	Далел / факт	✔️	A2
factory.png	Factory	Корхона / завод	🏭	A2
family.png	Family	Оила	👪	A1
fan.png	Fan	Мухлис / тарафдор	📣	A2
fare.png	Fare	Нархи роҳ	💵	A2
farm.png	Farm	Хоҷагӣ (ферма)	🚜	A1
father.png	Father	Падар	👨	A1
feather.png	Feather	Пар	🪶	A2
fee.png	Fee	Ҳаққи хизмат / пардохт	🧾	A2
fever.png	Fever	Таб	🌡️	A1
field.png	Field	Дала / киштзор	🌾	A2
firm.png	Firm	Фирма	🏬	A2
fish.png	Fish	Моҳӣ	🐟	A1
fishing.png	Fishing	Моҳидорӣ	🎣	A2
fitness.png	Fitness	Тандурустӣ	🏋️	A2
flight.png	Flight	Парвоз	🛫	A2
flour.png	Flour	Орд	🌾	A2
flower.png	Flower	Гул	🌸	A1
flu.png	Flu	Зуком / грипп	🤧	A2
foot.png	Foot	Пой (кафи по)	🦶	A1
forest.png	Forest	Ҷангал	🌲	A1/A2
fountain.png	Fountain	Фаввора	⛲	A2
freedom.png	Freedom	Озодӣ	🕊️	A2
fridge.png	Fridge	Яхдон	🧊	A2
friend.png	Friend	Дӯст	🤝	A1
frying_pan.png	Frying pan	Тоба	🍳	A2
fuel.png	Fuel	Сӯзишворӣ	⛽	A2
future.png	Future	Оянда	🔮	A2
gallery.png	Gallery	Нигористон	🖼️	A2
game.png	Game	Бозӣ	🎮	A1
garage.png	Garage	Гараж	🚗	A1
garden.png	Garden	Боғ	🌳	A1
gardening.png	Gardening	Боғдорӣ	🌱	A2
garlic.png	Garlic	Сирпиёз	🧄	A1
gate.png	Gate	Дарвоза (баромадгоҳ)	🚪	A2
ginger.png	Ginger	Занҷабил	🫚	A2
girl.png	Girl	Духтар	👧	A1
glasses.png	Glasses	Айнак	🕶	A1
gloves.png	Gloves	Дастпӯшак	🧤	A1
goal.png	Goal	Ҳадаф / мақсад	🥅	A2
goat.png	Goat	Буз	🐐	A1
good.png	Good	Хуб	👍	A1
government.png	Government	Ҳукумат	🏛️	A2
graduation.png	Graduation	Хатми таҳсил	🎓	A2
grandfather.png	Grandfather	Бобо	👴	A1
grandmother.png	Grandmother	Бибӣ	👵	A1
grapes.png	Grapes	Ангур	🍇	A1
grass.png	Grass	Алаф	🌱	A1
grocer.png	Grocer	Бақкол	🥫	A2
guarantee.png	Guarantee	Кафолат	🛡️	A2
guide.png	Guide	Роҳбалад	🧑‍🏫	A2
guitar.png	Guitar	Гитара	🎸	A2
gymnastics.png	Gymnastics	Гимнастика	🤸	A2
half.png	Half	Ним	½	A2
hallway.png	Hallway	Роҳрав	🚶	A1
hand.png	Hand	Даст	✋	A1
handbag.png	Handbag	Сумка (дастӣ)	👜	A2
harbour.png	Harbour	Бандар	⚓	A2
hat.png	Hat	Кулоҳ	👒	A1
headache.png	Headache	Дарди сар	🤕	A1
headline.png	Headline	Сарлавҳа	🗞️	A2
headphones.png	Headphones	Гӯшмонак	🎧	A2
healthy.png	Healthy	Солим	💚	A1
help.png	Help	Кӯмак	🆘	A1
herb.png	Herb	Сабзаи хушбӯй	🌿	A2
heritage.png	Heritage	Мерос (фарҳангӣ)	🏛️	A2
hike.png	Hike	Пиёдагардӣ (кӯҳ)	🥾	A2
hill.png	Hill	Теппа	⛰️	A2
holiday.png	Holiday	Таътил	🏖️	A2
home.png	Home	Хона / Ватан	🏡	A1
honey.png	Honey	Асал	🍯	A2
horse.png	Horse	Асп	🐴	A1
hospital.png	Hospital	Беморхона	🏥	A1
hot_chocolate.png	Hot Chocolate	Шоколади гарм	☕	A1
hotel.png	Hotel	Меҳмонхона	🏨	A1
house.png	House	Хона	🏠	A1
housework.png	Housework	Кори хона	🏠	A2
hurt.png	Hurt	Дард кардан	🤚	A1
husband.png	Husband	Шавҳар	👨	A1
ice.png	Ice	Ях	🧊	A1
ill.png	Ill	Бетоб	🤧	A1
immigrant.png	Immigrant	Муҳоҷир	🧳	A2
income.png	Income	Даромад	💷	A2
injection.png	Injection	Сӯзандору / укол	💉	A2
injury.png	Injury	Ҷароҳат / зарар	🩹	A2
insect.png	Insect	Ҳашарот	🐜	A2
instrument.png	Instrument	Асбоби мусиқӣ	🎼	A2
invoice.png	Invoice	Фактура / ҳисобнома	🧾	A2
issue.png	Issue	Масъала / мушкил	⚠️	A2
jacket.png	Jacket	Куртаи гарм / Куртка	🧥	A1
jar.png	Jar	Банка / зарфи шишагӣ	🫙	A2
jeans.png	Jeans	Ҷинс	👖	A1
journalist.png	Journalist	Рӯзноманигор	🎙️	A2
journey.png	Journey	Сафар (роҳ)	🛣️	A2
jug.png	Jug	Кӯза / кувшин	🏺	A2
juice.png	Juice	Афшура	🧃	A1
junction.png	Junction	Чорроҳа	✖️	A2
kettle.png	Kettle	Чойник (барқӣ)	🫖	A2
key.png	Key	Калид	🔑	A1
keyboard.png	Keyboard	Клавиатура	⌨️	A2
kiosk.png	Kiosk	Дӯконча / киоск	🏪	A2
kitchen.png	Kitchen	Ошхона	🍳	A1
knee.png	Knee	Зону	🦵	A2
knitting.png	Knitting	Бофандагӣ	🧶	A2
label.png	Label	Тамға / нархнома	🏷️	A2
lake.png	Lake	Кӯл	🛶	A1
laptop.png	Laptop	Ноутбук	💻	A2
laundry.png	Laundry	Ҷомашӯӣ	🧺	A2
leaf.png	Leaf	Барг	🍃	A1/A2
left.png	Left	Чап	⬅	A1
leg.png	Leg	Пой (соқ)	🦵	A1
lemon.png	Lemon	Лимӯ	🍋	A1
lemonade.png	Lemonade	Лимонад	🍋	A1
lettuce.png	Lettuce	Коҳу	🥬	A1
lift.png	Lift	Лифт	🛗	A2
lightning.png	Lightning	Барқ / чақмоқ	⚡	A2
link.png	Link	Пайванд / ҳавола	🔗	A2
lion.png	Lion	Шер	🦁	A1
litre.png	Litre	Литр	🧴	A2
living_room.png	Living Room	Меҳмонхона	🛋	A1
loaf.png	Loaf	Як кулча нон	🍞	A2
loan.png	Loan	Қарз (аз бонк)	🏦	A2
luggage.png	Luggage	Бору бағоҷ	🧳	A2
luggage_claim.png	Luggage claim	Гирифтани бор	🧳	A2
lunch.png	Lunch	Хӯроки нисфирӯзӣ	🍽	A1
magazine.png	Magazine	Маҷалла	📰	A2
mall.png	Mall	Маркази Савдо	🛍	A1
man.png	Man	Мард	👨	A1
manager.png	Manager	Мудир / роҳбар	👔	A2
mango.png	Mango	Манго	🥭	A1
mask.png	Mask	Ниқоб	😷	A1
meal.png	Meal	Хӯрок	🍴	A1
meat.png	Meat	Гӯшт	🍖	A1
medicine.png	Medicine	Дору	💊	A1
member.png	Member	Аъзо	🪪	A2
mess.png	Mess	Бесару сомонӣ	🌀	A2
message.png	Message	Паём	✉️	A2
migraine.png	Migraine	Мигрен (дарди сахти сар)	🤕	A2
milk.png	Milk	Шир	🥛	A1
mirror.png	Mirror	Оина	🪞	A1
money.png	Money	Пул	💵	A1
monkey.png	Monkey	Маймун	🐵	A1
monument.png	Monument	Ёдгорӣ / муҷассама	🗿	A2
moon.png	Moon	Моҳ	🌙	A1
morning.png	Morning	Субҳ	🌅	A1
mosque.png	Mosque	Масҷид	🕌	A1
mother.png	Mother	Модар	👩	A1
motorway.png	Motorway	Роҳи калон / автомагистраль	🛣️	A2
mountain.png	Mountain	Кӯҳ	⛰️	A1
mouse.png	Mouse	Муш	🐭	A1
moustache.png	Moustache	Мӯйлаб	👨	A2
mouth.png	Mouth	Даҳон	👄	A1
muscle.png	Muscle	Мушак	💪	A2
museum.png	Museum	Осорхона	🏛	A1
music.png	Music	Мусиқӣ	🎵	A1
nap.png	Nap	Хоби кӯтоҳ	😴	A2
nation.png	Nation	Миллат / халқ	🏳️	A2
necklace.png	Necklace	Гарданбанд	📿	A1
neighbour.png	Neighbour	Ҳамсоя	🏘️	A2
nephew.png	Nephew	Ҷиян (Писар)	👦	A1
nest.png	Nest	Лона / ошёна	🪹	A2
network.png	Network	Шабака	🕸️	A2
niece.png	Niece	Ҷиян (Духтар)	👧	A1
night.png	Night	Шаб	🌙	A1
nose.png	Nose	Бинӣ	👃	A1
novel.png	Novel	Роман	📕	A2
nurse.png	Nurse	Ҳамшира	👩‍⚕️	A1
nutrition.png	Nutrition	Ғизохӯрӣ / ғизо	🍎	A2
offer.png	Offer	Таклиф / аксия	🔖	A2
oil.png	Oil	Равған	🫒	A2
ointment.png	Ointment	Марҳам	🧴	A2
onion.png	Onion	Пиёз	🧅	A1
opportunity.png	Opportunity	Имконият	🚪	A2
owner.png	Owner	Соҳиб	🔑	A2
package.png	Package	Борпеч	📦	A1
packet.png	Packet	Баста	📦	A2
pain.png	Pain	Дард	😖	A1
painting.png	Painting	Рассомӣ / нақшакашӣ	🖌️	A2
palace.png	Palace	Қаср	🏰	A2
pants.png	Pants	Шим	👖	A1
parents.png	Parents	Волидон	👪	A1
park.png	Park	Боғ / Парк	🌳	A1
passport.png	Passport	Шиноснома (хориҷӣ)	🛂	A2
password.png	Password	Рамз / калидвожа	🔑	A2
pasta.png	Pasta	Макарон	🍝	A1
patient.png	Patient	Бемор (мариз)	🛏️	A1
pavement.png	Pavement	Пиёдагард	🚶	A2
payment.png	Payment	Пардохт	💳	A2
peach.png	Peach	Шафтолу	🍑	A1
pen.png	Pen	Қалам / Ручка	🖊	A1
pencil.png	Pencil	Қалами сиёҳ	✏	A1
pepper.png	Pepper	Қаламфур	🫑	A1
pet.png	Pet	Ҳайвони хонагӣ	🐕	A1
petrol_station.png	Petrol station	Нуқтаи бензин	⛽	A2
pharmacist.png	Pharmacist	Дорусоз	🧑‍⚕️	A1
pharmacy.png	Pharmacy	Дорухона	💊	A1
phone.png	Phone	Телефон	📱	A1
photography.png	Photography	Аксбардорӣ	📷	A2
piano.png	Piano	Фортепиано	🎹	A2
picture.png	Picture	Расм	🖼	A1
piece.png	Piece	Порча / як бӯлак	🍰	A2
pill.png	Pill	Ҳаб	💊	A1
pillow.png	Pillow	Болишт	🛌	A2
pineapple.png	Pineapple	Ананас	🍍	A1
plant.png	Plant	Растанӣ	🌼	A1
plaster.png	Plaster	Лейкопластир	🩹	A1
plastic.png	Plastic	Пластик	🧴	A2
plumber.png	Plumber	Сантехник	🔧	A2
podcast.png	Podcast	Подкаст	🎧	A2
police_station.png	Police Station	Идораи Полис	👮	A1
pollution.png	Pollution	Ифлосшавӣ / олудагӣ	🏭	A2
post_office.png	Post Office	Идораи Почта	📮	A1
postcard.png	Postcard	Открытка	💌	A2
potato.png	Potato	Картошка	🥔	A1
price.png	Price	Нарх	🏷	A1
printer.png	Printer	Чопгар / принтер	🖨️	A2
product.png	Product	Маҳсулот	📦	A1
project.png	Project	Лоиҳа	📁	A2
purse.png	Purse	Ҳамёни занона	👛	A2
puzzle.png	Puzzle	Ҷумбоқ / муаммо	🧩	A2
quantity.png	Quantity	Миқдор	🛒	A1
queue.png	Queue	Навбат	🚶	A2
rabbit.png	Rabbit	Харгӯш	🐰	A1
rain.png	Rain	Борон	🌧️	A1
rainbow.png	Rainbow	Тирукамон	🌈	A2
receipt.png	Receipt	Расид / Чек	🧾	A1
reception.png	Reception	Қабулгоҳ	🛎️	A2
recipe.png	Recipe	Дастур (хӯрок)	📜	A2
referee.png	Referee	Ҳакам / довар	🧑‍⚖️	A2
refund.png	Refund	Баргардонидани пул	💵	A2
report.png	Report	Ҳисобот	📑	A2
reporter.png	Reporter	Хабарнигор	🎤	A2
rest.png	Rest	Истироҳат	🛌	A1
restaurant.png	Restaurant	Тарабхона	🍽	A1
rice.png	Rice	Биринҷ	🍚	A1
right.png	Right	Рост	➡	A1
ring.png	Ring	Ангуштарин	💍	A1
room.png	Room	Ҳуҷра	🚪	A1
root.png	Root	Реша	🌱	A2
rubbish.png	Rubbish	Ахлот	🗑️	A2
salary.png	Salary	Маош	💰	A2
sale.png	Sale	Фурӯш / Тахфиф	🏷	A1
salon.png	Salon	Салони мӯй	💇	A2
sauce.png	Sauce	Қайла / соус	🥫	A2
saucepan.png	Saucepan	Дегча	🥘	A2
savings.png	Savings	Пасандоз	🐖	A2
scarf.png	Scarf	Гарданбанд / Шарф	🧣	A1
school.png	School	Мактаб	🏫	A1
screen.png	Screen	Экран	📺	A2
sea.png	Sea	Баҳр	🌊	A1
seed.png	Seed	Тухмӣ	🌰	A2
series.png	Series	Сериал	📺	A2
service.png	Service	Хизматрасонӣ	🛎️	A2
shampoo.png	Shampoo	Шампун	🧴	A2
sheep.png	Sheep	Гӯсфанд	🐑	A1
shelf.png	Shelf	Раф	🧸	A1
shift.png	Shift	Баст / навбат (корӣ)	🕗	A2
shirt.png	Shirt	Куртаи мардона	👔	A1
shoes.png	Shoes	Пойафзол	👟	A1
shop_assistant.png	Shop Assistant	Фурӯшанда	💁	A1
shopping_cart.png	Shopping Cart	Аробачаи харид	🛒	A1
shorts.png	Shorts	Шорт	🩳	A1
shoulder.png	Shoulder	Китф	💪	A2
shower.png	Shower	Борони кӯтоҳ	🌦️	A2
sick.png	Sick	Бемор	🤢	A1
signpost.png	Signpost	Тахтаи роҳнамо	🪧	A2
sister.png	Sister	Хоҳар	👧	A1
size.png	Size	Андоза	📏	A1
skating.png	Skating	Яхмолакбозӣ	⛸️	A2
skiing.png	Skiing	Лижаронӣ	⛷️	A2
skin.png	Skin	Пӯст	🖐️	A2
skirt.png	Skirt	Доман	👗	A1
sky.png	Sky	Осмон	🌌	A1
sling.png	Sling	Бандаки даст	🦾	A2
smile.png	Smile	Табассум	😊	A1
snack.png	Snack	Ғизои сабук	🥨	A1
snake.png	Snake	Мор	🐍	A1
sneakers.png	Sneakers	Кроссовка	👟	A1
snow.png	Snow	Барф	❄️	A1
soap.png	Soap	Собун	🧼	A2
social_media.png	Social media	Шабакаҳои иҷтимоӣ	📲	A2
socks.png	Socks	Ҷӯроб	🧦	A1
soda.png	Soda	Оби газдор	🥤	A1
sofa.png	Sofa	Диван	🛋	A1
son.png	Son	Писар	👦	A1
soup.png	Soup	Шӯрбо	🍜	A1
spice.png	Spice	Хушбӯй / ادويه	🌿	A2
spoonful.png	Spoonful	Як қошуқ (пур)	🥄	A2
spring.png	Spring	Баҳор	🌸	A1
square.png	Square	Майдон	🟦	A2
stadium.png	Stadium	Варзишгоҳ	🏟	A1
stage.png	Stage	Саҳна	🎬	A2
starter.png	Starter	Хӯроки аввал / закуска	🥗	A2
statue.png	Statue	Ҳайкал	🗿	A2
stomach.png	Stomach	Шикам	🩹	A1
stomachache.png	Stomachache	Дарди шикам	😣	A1
stone.png	Stone	Санг	🪨	A1
store.png	Store	Мағоза	🏪	A1
stove.png	Stove	Оташдон / плита	🍳	A2
stranger.png	Stranger	Бегона	🚶	A2
strawberry.png	Strawberry	Қулфинай	🍓	A1
stream.png	Stream	Ҷӯй / рӯдча	💧	A2
strength.png	Strength	Қувва / нерӯ	💥	A2
stress.png	Stress	Стресс / фишор	😫	A2
student.png	Student	Талаба	🧑‍🎓	A1
subway.png	Subway	Метро	🚇	A1
suit.png	Suit	Костюм	🕴	A1
suitcase.png	Suitcase	Ҷомадон	💼	A2
summer.png	Summer	Тобистон	🏖️	A1
sun.png	Sun	Офтоб	☀️	A1
sunglasses.png	Sunglasses	Айнаки Офтобӣ	🕶	A1
supermarket.png	Supermarket	Супермаркет	🏪	A1
surgeon.png	Surgeon	Ҷарроҳ	🔪	A2
sweater.png	Sweater	Свитер	🧥	A1
syrup.png	Syrup	Шарбати дору	🍯	A1
t-shirt.png	T-Shirt	Футболка	👕	A1
table.png	Table	Миз	🪵	A1
tablet.png	Tablet	Лавҳача (дору)	💊	A1
tajik.png	Tajik	Тоҷикӣ	💬	A1
task.png	Task	Вазифа	✔️	A2
taxi.png	Taxi	Такси	🚕	A1
tea.png	Tea	Чой	🍵	A1
teacher.png	Teacher	Муаллим	👩‍🏫	A1
team.png	Team	Даста	👨‍👩‍👧	A2
television.png	Television	Телевизор	📺	A1
temperature.png	Temperature	Ҳарорат (таб)	🌡️	A2
theatre.png	Theatre	Театр	🎭	A2
thermometer.png	Thermometer	Ҳароратсанҷ	🌡️	A1
thunder.png	Thunder	Раъд	🌩️	A2
ticket.png	Ticket	Чипта	🎫	A1
ticket_machine.png	Ticket machine	Дастгоҳи чипта	🎫	A2
tie.png	Tie	Галстук	👔	A1
tip.png	Tip	Чойпулӣ	🪙	A2
tired.png	Tired	Монда	😴	A1
tomato.png	Tomato	Помидор	🍅	A1
tooth.png	Tooth	Дандон	🦷	A1
toothache.png	Toothache	Дарди дандон	😫	A1
toothbrush.png	Toothbrush	Чӯткаи дандон	🪥	A2
tour.png	Tour	Тур / экскурсия	🚍	A2
tourist.png	Tourist	Сайёҳ	📸	A2
towel.png	Towel	Сачоқ	🧻	A2
tower.png	Tower	Манора	🗼	A2
town_hall.png	Town hall	Шаҳрдорӣ	🏛️	A2
tradition.png	Tradition	Анъана	🎎	A2
traffic.png	Traffic	Ҳаракати нақлиёт	🚗	A2
traffic_lights.png	Traffic lights	Чароғаки роҳнамо	🚦	A2
train.png	Train	Поезд	🚆	A1
train_station.png	Train Station	Истгоҳи Поезд	🚉	A1
tram.png	Tram	Трамвай	🚋	A2
tray.png	Tray	Табақ / поднос	🍱	A2
treatment.png	Treatment	Табобат	🏥	A2
tree.png	Tree	Дарахт	🌳	A1
trip.png	Trip	Сафар (кӯтоҳ)	🧳	A2
trolley.png	Trolley	Аробачаи харид	🛒	A2
twin.png	Twin	Дугоник	👯	A2
umbrella.png	Umbrella	Чатр	☂	A1
uncle.png	Uncle	Амак / Тағо	👨	A1
underground.png	Underground	Метро	🚇	A2
video_call.png	Video call	Занги видеоӣ	📞	A2
vinegar.png	Vinegar	Сирко	🍶	A2
violin.png	Violin	Скрипка	🎻	A2
vitamin.png	Vitamin	Витамин	💊	A2
volleyball.png	Volleyball	Волейбол	🏐	A2
volunteer.png	Volunteer	Ихтиёрӣ / доброволец	🙋	A2
voucher.png	Voucher	Ваучер / купон	🎟️	A2
