filename	english	tajik	emoji	level
decision.png	Decision	Қарор	🤔	A2
departure.png	Departure	Парвоз/ҳаракат (рафтан)	🛫	A2
deposit.png	Deposit	Пешпардохт / амонат	🏧	A2
diet.png	Diet	Парҳез / ғизо	🥗	A2
direction.png	Direction	Самт	🧭	A1
discount.png	Discount	Тахфиф / арзонӣ	🏷️	A2
distance.png	Distance	Масофа	📏	A2
dose.png	Dose	Миқдори дору	💊	A2
driver.png	Driver	Ронанда	🧑‍✈️	A2
election.png	Election	Интихобот	🗳️	A2
emergency.png	Emergency	Фавқулодда	🚨	A1
emoji.png	Emoji	Эмоҷӣ / нишонача	😀	A2
employee.png	Employee	Корманд	🧑‍💼	A2
energy.png	Energy	Қувва / энергия	⚡	A2
engineer.png	Engineer	Муҳандис	🛠️	A2
fact.png	Fact	Далел / факт	✔️	A2
fan.png	Fan	Мухлис / тарафдор	📣	A2
fare.png	Fare	Нархи роҳ	💵	A2
fee.png	Fee	Ҳаққи хизмат / пардохт	🧾	A2
fever.png	Fever	Таб	🌡️	A1
firm.png	Firm	Фирма	🏬	A2
fitness.png	Fitness	Тандурустӣ	🏋️	A2
flight.png	Flight	Парвоз	🛫	A2
flu.png	Flu	Зуком / грипп	🤧	A2
freedom.png	Freedom	Озодӣ	🕊️	A2
future.png	Future	Оянда	🔮	A2
goal.png	Goal	Ҳадаф / мақсад	🥅	A2
good.png	Good	Хуб	👍	A1
government.png	Government	Ҳукумат	🏛️	A2
graduation.png	Graduation	Хатми таҳсил	🎓	A2
grocer.png	Grocer	Бақкол	🥫	A2
guarantee.png	Guarantee	Кафолат	🛡️	A2
guide.png	Guide	Роҳбалад	🧑‍🏫	A2
half.png	Half	Ним	½	A2
headache.png	Headache	Дарди сар	🤕	A1
healthy.png	Healthy	Солим	💚	A1
help.png	Help	Кӯмак	🆘	A1
heritage.png	Heritage	Мерос (фарҳангӣ)	🏛️	A2
holiday.png	Holiday	Таътил	🏖️	A2
housework.png	Housework	Кори хона	🏠	A2
hurt.png	Hurt	Дард кардан	🤚	A1
ill.png	Ill	Бетоб	🤧	A1
immigrant.png	Immigrant	Муҳоҷир	🧳	A2
income.png	Income	Даромад	💷	A2
injury.png	Injury	Ҷароҳат / зарар	🩹	A2
invoice.png	Invoice	Фактура / ҳисобнома	🧾	A2
issue.png	Issue	Масъала / мушкил	⚠️	A2
journalist.png	Journalist	Рӯзноманигор	🎙️	A2
journey.png	Journey	Сафар (роҳ)	🛣️	A2
junction.png	Junction	Чорроҳа	✖️	A2
left.png	Left	Чап	⬅	A1
link.png	Link	Пайванд / ҳавола	🔗	A2
loan.png	Loan	Қарз (аз бонк)	🏦	A2
manager.png	Manager	Мудир / роҳбар	👔	A2
member.png	Member	Аъзо	🪪	A2
mess.png	Mess	Бесару сомонӣ	🌀	A2
message.png	Message	Паём	✉️	A2
migraine.png	Migraine	Мигрен (дарди сахти сар)	🤕	A2
morning.png	Morning	Субҳ	🌅	A1
nap.png	Nap	Хоби кӯтоҳ	😴	A2
nation.png	Nation	Миллат / халқ	🏳️	A2
network.png	Network	Шабака	🕸️	A2
night.png	Night	Шаб	🌙	A1
nutrition.png	Nutrition	Ғизохӯрӣ / ғизо	🍎	A2
offer.png	Offer	Таклиф / аксия	🔖	A2
opportunity.png	Opportunity	Имконият	🚪	A2
owner.png	Owner	Соҳиб	🔑	A2
pain.png	Pain	Дард	😖	A1
payment.png	Payment	Пардохт	💳	A2
pharmacist.png	Pharmacist	Дорусоз	🧑‍⚕️	A1
plumber.png	Plumber	Сантехник	🔧	A2
pollution.png	Pollution	Ифлосшавӣ / олудагӣ	🏭	A2
price.png	Price	Нарх	🏷	A1
product.png	Product	Маҳсулот	📦	A1
project.png	Project	Лоиҳа	📁	A2
quantity.png	Quantity	Миқдор	🛒	A1
queue.png	Queue	Навбат	🚶	A2
referee.png	Referee	Ҳакам / довар	🧑‍⚖️	A2
refund.png	Refund	Баргардонидани пул	💵	A2
reporter.png	Reporter	Хабарнигор	🎤	A2
rest.png	Rest	Истироҳат	🛌	A1
right.png	Right	Рост	➡	A1
salary.png	Salary	Маош	💰	A2
sale.png	Sale	Фурӯш / Тахфиф	🏷	A1
savings.png	Savings	Пасандоз	🐖	A2
service.png	Service	Хизматрасонӣ	🛎️	A2
shower.png	Shower	Борони кӯтоҳ	🌦️	A2
sick.png	Sick	Бемор	🤢	A1
size.png	Size	Андоза	📏	A1
sling.png	Sling	Бандаки даст	🦾	A2
smile.png	Smile	Табассум	😊	A1
stomachache.png	Stomachache	Дарди шикам	😣	A1
stranger.png	Stranger	Бегона	🚶	A2
strength.png	Strength	Қувва / нерӯ	💥	A2
stress.png	Stress	Стресс / фишор	😫	A2
surgeon.png	Surgeon	Ҷарроҳ	🔪	A2
task.png	Task	Вазифа	✔️	A2
temperature.png	Temperature	Ҳарорат (таб)	🌡️	A2
tip.png	Tip	Чойпулӣ	🪙	A2
tired.png	Tired	Монда	😴	A1
toothache.png	Toothache	Дарди дандон	😫	A1
tourist.png	Tourist	Сайёҳ	📸	A2
tradition.png	Tradition	Анъана	🎎	A2
traffic.png	Traffic	Ҳаракати нақлиёт	🚗	A2
treatment.png	Treatment	Табобат	🏥	A2
trip.png	Trip	Сафар (кӯтоҳ)	🧳	A2
volunteer.png	Volunteer	Ихтиёрӣ / доброволец	🙋	A2
voucher.png	Voucher	Ваучер / купон	🎟️	A2
wage.png	Wage	Музди корӣ	💰	A2
weather.png	Weather	Обу ҳаво	🌤️	A1
wellbeing.png	Wellbeing	Некӯаҳволӣ	🌿	A2
wind.png	Wind	Шамол	💨	A1
wound.png	Wound	Захм / ҷароҳат	🩸	A2
